lyrics,emotion
mungkinkah kita saling pergi,bahagia
namun kupercaya kita akan bersama,bahagia
suatu hari telah kuucapkan,bahagia
kata kata hingga akhirnya kau setuju,bahagia
tapi kita tidak saling pergi,bahagia
sadarku akan hadirmu. mengubah jalan hidupku. kau selalu ada untukku. menjadi teman baikku. semua mungkin pernah merasa. apa yang aku rasa. sayang dengan teman yang selama ini ada. tidak semua bisa kuungkapkan. sering kali tidak berani dibuatnya. namun kupercaya kita akan bersama. suatu hari telah kuucapkan. kata kata hingga akhirnya kau setuju. melangkah bersama. selamanya. semua mungkin pernah merasa. apa yang aku rasa. sayang dengan teman yang selama ini ada. tidak semua bisa kuungkapkan. sering kali tidak berani dibuatnya. namun kupercaya kita akan bersama. suatu hari telah kuucapkan. kata kata hingga akhirnya kau setuju. melangkah bersama. selamanya. bosan itu pasti. mungkinkah kita saling pergi . namun kupercaya kita akan bersama. suatu hari telah kuucapkan. kata kata hingga akhirnya kau setuju. melangkah bersama. selamanya. bosan itu pasti. tapi kita tidak saling pergi tak semua bisa kuungkapkan. sering kali tidak berani dibuatnya. namun kupercaya kita akan bersama. suatu hari telah kuucapkan. kata kata hingga akhirnya kau setuju. melangkah bersama. selamanya. bosan itu pasti. mungkinkah kita saling pergi . namun kupercaya kita akan bersama. suatu hari telah kuucapkan. kata kata hingga akhirnya kau setuju. melangkah bersama. selamanya. bosan itu pasti. tapi kita tidak saling pergi,bahagia
pasti kau dan aku sama sama sama punya takut,bahagia
takut untuk mencoba dan gagal tapi,bahagia
pasti kau dan aku sama sama sama punya mimpi,bahagia
mimpi untuk menjadi berarti karena,bahagia
harus kita taklukan bersama lawan rintangan,bahagia
untuk jadikan dunia ini lebih indah,bahagia
tidak perlu tunggu hebat,bahagia
untuk berani memulai apa yang kau impikan,bahagia
hanya perlu memulai untuk menjadi hebat raih yang kau impikan,bahagia
seperti singa yang menerjang semua rintangan tanpa rasa takut,bahagia
yakini bahwa kamu kamu kamu kamu terhebat,bahagia
pasti kau dan aku sama sama sama punya takut,bahagia
takut untuk mencoba dan gagal tapi,bahagia
pasti kau dan aku sama sama sama punya mimpi,bahagia
mimpi untuk menjadi berarti karena,bahagia
harus kita taklukan bersama lawan rintangan,bahagia
untuk jadikan dunia ini lebih indah,bahagia
tidak perlu tunggu hebat,bahagia
untuk berani memulai apa yang kau impikan,bahagia
hanya perlu memulai untuk menjadi hebat raih yang kau impikan,bahagia
seperti singa yang menerjang semua rintangan tanpa rasa takut,bahagia
yakini bahwa kamu kamu kamu kamu terhebat,bahagia
coba cobalah mari kita pasti bisa taklukan dunia dengan mimpi kita,bahagia
mari berbagi mari bermimpi bersama kita disini,bahagia
yakini kau pasti bisa,bahagia
its cjr ini the heart,bahagia
dan membuatmu percaya,bahagia
kamu terhebat seperti singa,bahagia
tidak perlu tunggu hebat,bahagia
untuk berani memulai apa yang kau impikan,bahagia
untuk menjadi hebat raih yang kau impikan,bahagia
seperti singa yang menerjang semua rintangan tanpa rasa takut,bahagia
yakini bahwa kamu hebat seperti singa,bahagia
tidak perlu tunggu hebat,bahagia
untuk berani memulai apa yang kau impikan,bahagia
untuk menjadi hebat raih yang kau impikan,bahagia
seperti singa yang menerjang semua rintangan tanpa rasa takut,bahagia
yakini bahwa kamu kamu kamu kamu terhebat,bahagia
tak perlu tunggu hebat,bahagia
untuk berani memulai apa yang kau impikan,bahagia
hanya perlu memulai untuk menjadi hebat raih yang kau impikan,bahagia
seperti singa yang menerjang semua rintangan tanpa rasa takut,bahagia
yakini bahwa kamu kamu kamu kamu terhebat,bahagia
pasti kau dan aku sama sama sama punya takut,bahagia
takut untuk mencoba dan gagal tapi,bahagia
pasti kau dan aku sama sama sama punya mimpi,bahagia
mimpi untuk menjadi berarti karena,bahagia
harus kita taklukan bersama lawan rintangan,bahagia
untuk jadikan dunia ini lebih indah,bahagia
hey kawan. pasti kau dan aku sama sama sama punya takut. takut untuk mencoba dan gagal tapi . hey kawan. pasti kau dan aku sama sama sama punya mimpi. mimpi untuk menjadi berarti karena. harus kita taklukan bersama lawan rintangan. untuk jadikan dunia ini lebih indah. tidak perlu tunggu hebat. untuk berani memulai apa yang kau impikan . hanya perlu memulai untuk menjadi hebat raih yang kau impikan . seperti singa yang menerjang semua rintangan tanpa rasa takut. yakini bahwa kamu kamu kamu kamu terhebat. hey kawan. pasti kau dan aku sama sama sama punya takut. takut untuk mencoba dan gagal tapi . hey kawan. pasti kau dan aku sama sama sama punya mimpi. mimpi untuk menjadi berarti karena. harus kita taklukan bersama lawan rintangan. untuk jadikan dunia ini lebih indah. tidak perlu tunggu hebat. untuk berani memulai apa yang kau impikan . hanya perlu memulai untuk menjadi hebat raih yang kau impikan . seperti singa yang menerjang semua rintangan tanpa rasa takut. yakini bahwa kamu kamu kamu kamu terhebat. coba cobalah mari kita pasti bisa taklukan dunia dengan mimpi kita. mari berbagi mari bermimpi bersama kita disini. yakini kau pasti bisa. its cjr ini the heart. dan membuatmu percaya. kamu terhebat seperti singa. tidak perlu tunggu hebat. untuk berani memulai apa yang kau impikan . hanya perlu memulai. untuk menjadi hebat raih yang kau impikan . seperti singa yang menerjang semua rintangan tanpa rasa takut. yakini bahwa kamu hebat seperti singa . tidak perlu tunggu hebat. untuk berani memulai apa yang kau impikan . hanya perlu memulai. untuk menjadi hebat raih yang kau impikan . seperti singa yang menerjang semua rintangan tanpa rasa takut. yakini bahwa kamu kamu kamu kamu terhebat. nanaana. nanana. naanaana. naanaana. naaa. tak perlu tunggu hebat. untuk berani memulai apa yang kau impikan . hanya perlu memulai untuk menjadi hebat raih yang kau impikan . seperti singa yang menerjang semua rintangan tanpa rasa takut. yakini bahwa kamu kamu kamu kamu terhebat. hey kawan. pasti kau dan aku sama sama sama punya takut. takut untuk mencoba dan gagal tapi . hey kawan. pasti kau dan aku sama sama sama punya mimpi. mimpi untuk menjadi berarti karena. harus kita taklukan bersama lawan rintangan. untuk jadikan dunia ini lebih indah,bahagia
bila waktu takkan pernah bisa berhenti,takut
bila aku terjatuh dan tidak bisa bangun lagi,takut
bila aku terdiam dan tidak bisa bicara,takut
aku hanya ingin terlihat sempurna,takut
kau dan aku takkan sanggup,takut
jangan pernah pergi lagi,takut
jangan pernah takut lagi,takut
aku takkan pernah lari,takut
kita adalah mimpi yang nyata,takut
kita bisa merubah semua,takut
aku tidak akan pernah,takut
lupakan semua cerita kita oh,takut
jangan pernah pergi lagi,takut
jangan pernah takut lagi,takut
aku takkan pernah lari,takut
jangan pernah pergi lagi,takut
jangan pernah takut lagi,takut
aku takkan pernah lari,takut
jangan pernah pergi lagi,takut
jangan pernah takut lagi,takut
aku takkan pernah lari,takut
jangan pernah pergi lagi,takut
jangan pernah takut lagi,takut
aku takkan pernah lari,takut
bila waktu takkan pernah bisa berhenti. bila aku terjatuh dan tidak bisa bangun lagi. bila aku terdiam dan tidak bisa bicara. aku hanya ingin terlihat sempurna. kau dan aku takkan sanggup. jangan pergi. jangan pernah pergi lagi. jangan takut. jangan pernah takut lagi. aku takkan. aku takkan pernah lari. jangan pergi. jangan pergi oh. kita adalah mimpi yang nyata. kita bisa merubah semua. aku tidak akan pernah. takkan pernah bisa. lupakan semua cerita kita oh. jangan pergi. jangan pernah pergi lagi. jangan takut. jangan pernah takut lagi. aku takkan. aku takkan pernah lari. jangan pergi. jangan pergi. jangan pergi. jangan pergi. jangan pernah pergi lagi. jangan takut. jangan pernah takut lagi. aku takkan. aku takkan pernah lari. jangan pergi. jangan pergi. jangan pernah pergi lagi. jangan takut. jangan pernah takut lagi. aku takkan. aku takkan pernah lari. jangan pergi. jangan pergi. ouh. jangan pergi jangan pergi. jangan pernah pergi lagi. jangan takut. jangan pernah takut lagi. aku takkan. aku takkan pernah lari. jangan pergi. jangan pergi. jangan pergi,takut
bila waktu takkan pernah bisa berhenti,bahagia
bila aku terjatuh dan tidak bisa bangun lagi,bahagia
bila aku terdiam dan tidak bisa bicara,bahagia
aku hanya ingin terlihat sempurna,bahagia
kau dan aku takkan sanggup,bahagia
jangan pernah pergi lagi,bahagia
jangan pernah takut lagi,bahagia
aku takkan pernah lari,bahagia
kita adalah mimpi yang nyata,bahagia
kita bisa merubah semua,bahagia
aku tidak akan pernah,bahagia
lupakan semua cerita kita oh,bahagia
jangan pernah pergi lagi,bahagia
jangan pernah takut lagi,bahagia
aku takkan pernah lari,bahagia
jangan pernah pergi lagi,bahagia
jangan pernah takut lagi,bahagia
aku takkan pernah lari,bahagia
jangan pernah pergi lagi,bahagia
jangan pernah takut lagi,bahagia
aku takkan pernah lari,bahagia
jangan pernah pergi lagi,bahagia
jangan pernah takut lagi,bahagia
aku takkan pernah lari,bahagia
kita adalah mimpi yang nyata,bahagia
kita bisa merubah semua,bahagia
aku tidak akan pernah,bahagia
lupakan semua cerita kita oh,bahagia
bila waktu takkan pernah bisa berhenti. bila aku terjatuh dan tidak bisa bangun lagi. bila aku terdiam dan tidak bisa bicara. aku hanya ingin terlihat sempurna. kau dan aku takkan sanggup. jangan pergi. jangan pernah pergi lagi. jangan takut. jangan pernah takut lagi. aku takkan. aku takkan pernah lari. jangan pergi. jangan pergi oh. kita adalah mimpi yang nyata. kita bisa merubah semua. aku tidak akan pernah. takkan pernah bisa. lupakan semua cerita kita oh. jangan pergi. jangan pernah pergi lagi. jangan takut. jangan pernah takut lagi. aku takkan. aku takkan pernah lari. jangan pergi. jangan pergi. jangan pergi. jangan pergi. jangan pernah pergi lagi. jangan takut. jangan pernah takut lagi. aku takkan. aku takkan pernah lari. jangan pergi. jangan pergi. jangan pernah pergi lagi. jangan takut. jangan pernah takut lagi. aku takkan. aku takkan pernah lari. jangan pergi. jangan pergi. ouh. jangan pergi jangan pergi. jangan pernah pergi lagi. jangan takut. jangan pernah takut lagi. aku takkan. aku takkan pernah lari. jangan pergi. jangan pergi oh. kita adalah mimpi yang nyata. kita bisa merubah semua. aku tidak akan pernah. takkan pernah bisa. lupakan semua cerita kita oh,bahagia
mencoba untuk terlelap,bahagia
ingin tidur yang nyenyak,bahagia
kucoba untuk melupakan,bahagia
kadang bikin aku kesal,bahagia
tiba tiba aku melayang,bahagia
menembus lapisan awan,bahagia
kuhempaskan semua sedihku,bahagia
aku terbang ke atas bulan,bahagia
memeluk bintang bintang,bahagia
tidak semudah yang kupinta,bahagia
kisah ini mungkin berat,bahagia
tiba tiba aku melayang,bahagia
menembus lapisan awan,bahagia
kuhempaskan semua sedihku,bahagia
aku terbang ke atas bulan,bahagia
memeluk bintang bintang,bahagia
seorang putri baik hati,bahagia
dia mendekat ke arahku,bahagia
mengajakku untuk berdansa,bahagia
tiba tiba aku terbangun,bahagia
disambut senyum mentari,bahagia
kuhempaskan semua sedihku,bahagia
menyambut hari yang baru,bahagia
tiba tiba aku melayang,bahagia
menembus lapisan awan,bahagia
kuhempaskan semua sedihku,bahagia
aku terbang ke atas bulan,bahagia
memeluk bintang bintang,bahagia
tidak semudah yang kupinta,bahagia
kisah ini mungkin berat,bahagia
kupejamkan mataku. mencoba untuk terlelap. lelah rasa tubuhku. ingin tidur yang nyenyak. kucoba untuk melupakan. semua kisah hari ini. cerita yang kualami. kadang bikin aku kesal. tiba tiba aku melayang. menembus lapisan awan. kuhempaskan semua sedihku. aku terbang ke atas bulan. memeluk bintang bintang. bahagia rasa hatiku. kubayangkan diriku. menjadi yang kumau. ingin rasa hatiku. mewujudkan anganku. tapi kadang semuanya. tidak semudah yang kupinta. kisah ini mungkin berat. tapi bikin aku kuat. tiba tiba aku melayang. menembus lapisan awan. kuhempaskan semua sedihku. aku terbang ke atas bulan. memeluk bintang bintang. bahagia rasa hatiku. hei. uh hu. hei. seketika aku melihat. seorang putri baik hati. dia mendekat ke arahku. mengajakku untuk berdansa. tiba tiba aku terbangun. dari mimpi indahku. disambut senyum mentari. kuhempaskan semua sedihku. menyambut hari yang baru. bahagia rasa hatiku. bahagia rasa hatiku tiba tiba aku melayang. menembus lapisan awan. kuhempaskan semua sedihku. aku terbang ke atas bulan. memeluk bintang bintang. bahagia rasa hatiku. kubayangkan diriku. menjadi yang kumau. ingin rasa hatiku. mewujudkan anganku. tapi kadang semuanya. tidak semudah yang kupinta. kisah ini mungkin berat. tapi bikin aku kuat,bahagia
saat bintang malam saling menyapa,bahagia
kita memandang ke arah yang sama,bahagia
yang kau sampaikan lewat mata itu,bahagia
ke mana pun aku melangkah,bahagia
kan selalu terukir bersamamu,bahagia
merangkai kisah selamanya,bahagia
yang kau sampaikan lewat mata itu,bahagia
ke mana pun aku melangkah,bahagia
kan selalu terukir bersamamu,bahagia
merangkai kisah selamanya,bahagia
kan selalu terukir bersamamu,bahagia
merangkai kisah selamanya,bahagia
kan selalu terukir bersamamu,bahagia
merangkai kisah selamanya,bahagia
kan selalu terukir bersamamu,bahagia
merangkai kisah selamanya,bahagia
kan selalu terukir bersamamu,bahagia
merangkai kisah selamanya,bahagia
kala itu. saat bintang malam saling menyapa. kita memandang ke arah yang sama. kata rindu. yang kau sampaikan lewat mata itu. selalu kubawa pergi. ke mana pun aku melangkah. sisa hariku. kan selalu terukir bersamamu. merangkai kisah selamanya. hu hu. kata rindu. yang kau sampaikan lewat mata itu. selalu kubawa pergi. ke mana pun aku melangkah. sisa hariku. kan selalu terukir bersamamu. merangkai kisah selamanya. hu hu hu ha . sisa hariku. kan selalu terukir bersamamu. merangkai kisah selamanya. hu. sisa hariku. kan selalu terukir bersamamu. merangkai kisah selamanya. hu. sisa hariku. kan selalu terukir bersamamu. merangkai kisah selamanya. hu sisa hariku. kan selalu terukir bersamamu. merangkai kisah selamanya,bahagia
masihkah kau mengingat di saat kita masih,bahagia
waktu di mana tanggal tanggal merah terasa sungguh meriah,bahagia
masihkah kauingat cobaan terberat kita matematika,bahagia
masihkah engkau ingat lagu di radio yang merdu mengudara,bahagia
kita masih sebebas itu,bahagia
rasa takut yang tidak pernah mengganggu,bahagia
dulu tingginya lebihi logika,bahagia
putaran bumi dan waktu yang terus berjalan menempa kita,bahagia
walau kini kita terpisah namun jiwaku tetap di sana hey,bahagia
rasa takut yang tidak pernah mengganggu,bahagia
di masa naluri bahaya,bahagia
dulu tingginya lebihi logika,bahagia
muda jiwa selamanya muda,bahagia
kisah kita abadi selamanya,bahagia
kita masih sebebas itu,bahagia
rasa takut yang tidak pernah mengganggu,bahagia
rasa takut yang tidak pernah mengganggu,bahagia
batas naluri bahaya oh oh,bahagia
dulu tingginya lebihi logika,bahagia
sederas apa pun arus di hidupmu,bahagia
genggam terus kenangan tentang kita,bahagia
seberapa pun dewasa mengujimu,bahagia
takkan lebih dari yang engkau bisa,bahagia
dan kisah kita abadi untuk sih lama lamanya,bahagia
kita masih sebebas itu,bahagia
rasa takut yang tidak pernah mengganggu,bahagia
di masa naluri bahaya,bahagia
dulu tingginya lebihi logika,bahagia
muda jiwa selamanya muda,bahagia
kisah kita abadi selamanya,bahagia
kita masih sebebas itu,bahagia
rasa takut yang tidak pernah mengganggu,bahagia
rasa takut yang tidak pernah mengganggu,bahagia
batas naluri bahaya oh oh,bahagia
dulu tingginya lebihi logika,bahagia
masihkah kau mengingat di saat kita masih . waktu di mana tanggal tanggal merah terasa sungguh meriah. masihkah kauingat cobaan terberat kita matematika . masihkah engkau ingat lagu di radio yang merdu mengudara . kita masih sebebas itu. rasa takut yang tidak pernah mengganggu. batas naluri bahaya. dulu tingginya lebihi logika. putaran bumi dan waktu yang terus berjalan menempa kita. walau kini kita terpisah namun jiwaku tetap di sana hey . oh di masa. rasa takut yang tidak pernah mengganggu. di masa naluri bahaya. dulu tingginya lebihi logika. muda jiwa selamanya muda. kisah kita abadi selamanya. kita masih sebebas itu. rasa takut yang tidak pernah mengganggu . rasa takut yang tidak pernah mengganggu. batas naluri bahaya oh oh . dulu tingginya lebihi logika . sederas apa pun arus di hidupmu. genggam terus kenangan tentang kita. seberapa pun dewasa mengujimu. takkan lebih dari yang engkau bisa. dan kisah kita abadi untuk sih lama lamanya kita masih sebebas itu. rasa takut yang tidak pernah mengganggu. di masa naluri bahaya. dulu tingginya lebihi logika. muda jiwa selamanya muda. kisah kita abadi selamanya. kita masih sebebas itu. rasa takut yang tidak pernah mengganggu . rasa takut yang tidak pernah mengganggu. batas naluri bahaya oh oh . dulu tingginya lebihi logika,bahagia
kepada fajar yang merekah,bahagia
menyapa mengganti gelap sang malam,bahagia
begitu dekat begitu hangat,bahagia
kepada senja yang memadam,bahagia
tenggelam dalam rona jingga,bahagia
