lyrics,emotion,lirik_clean
bagaimanakah kabar diriku baik baik saja. sedikit aku takjub namun nyatanya sudah kuduga. kau yang ke sana kemari kau anggap aku tidak cukup. semua kesempatan dan langkahku coba kau tutup. tutur batinku tidak akan salah. silakan pergi aku tidak rasa kalah. namun percayalah sejauh mana kau mencari. takkan kau temukan yang sebaik ini. kau yang ke sana kemari kau anggap aku tidak cukup. semua kesempatan dan langkahku coba kau tutup. akan kubuat jalanku sendiri. tutur batinku tidak akan salah. silakan pergi aku tidak rasa kalah. namun percayalah sejauh mana kau mencari. takkan kau temukan yang sebaik ini. aku tidak sempurna. tidak perlu sempurna. akan kurayakan apa adanya. aku tidak sempurna. tidak perlu sempurna. akan kurayakan apa adanya. aku tidak sempurna. tidak perlu sempurna. akan kurayakan apa adanya. tutur batinku tidak akan salah. silakan pergi aku tidak rasa kalah. namun percayalah sejauh mana kau mencari. takkan kau temukan yang sebaik ini. takkan kau temukan yang sebaik ini. jiwa yang terbaik itu hanya. aku tutur batinku tidak akan salah. silakan pergi aku tidak rasa kalah. namun percayalah sejauh mana kau mencari. takkan kau temukan yang sebaik ini,marah,bagaimana kabar diri baik baik sedikit aku takjub nyata duga kau ke sana kemari kau anggap aku cukup semua sempat langkah coba kau tutup tutur batin salah sila pergi aku rasa kalah percaya jauh mana kau cari tak kau temu baik kau ke sana kemari kau anggap aku cukup semua sempat langkah coba kau tutup buat jalan sendiri tutur batin salah sila pergi aku rasa kalah percaya jauh mana kau cari tak kau temu baik aku sempurna perlu sempurna raya apa ada aku sempurna perlu sempurna akan raya apa ada aku sempurna perlu sempurna akan raya apa ada tutur batin akan salah sila pergi aku rasa kalah percaya jauh mana kau cari tak kau temu baik tak kau temu baik jiwa baik hanya aku tutur batin akan salah sila pergi aku rasa kalah percaya jauh mana kau cari tak kau temu baik
dua sejoli menjalin cinta,bahagia,joli jalin cinta
cinta bersemi dari sama,bahagia,cinta semi sama
galih dan ratna mengikat janji,bahagia,galih ratna ikat janji
janji setia setia abadi,bahagia,janji setia setia abadi
wahai galih duhai ratna,bahagia,wahai galih duhai ratna
tiada petaka merenggut kasihmu,bahagia,tiada petaka renggut kasih
dua sejoli menjalin cinta,bahagia,joli jalin cinta
cinta bersemi dari sama,bahagia,cinta semi sama
galih dan ratna mengikat janji,bahagia,galih ratna ikat janji
janji setia setia abadi,bahagia,janji setia setia abadi
wahai galih duhai ratna,bahagia,wahai galih duhai ratna
tiada petaka merenggut kasihmu,bahagia,tiada petaka renggut kasih
dua sejoli menjalin cinta,bahagia,joli jalin cinta
cinta bersemi dari sama,bahagia,cinta semi sama
galih dan ratna mengikat janji,bahagia,galih ratna ikat janji
janji setia setia abadi,bahagia,janji setia setia abadi
wahai galih duhai ratna,bahagia,wahai galih duhai ratna
tiada petaka merenggut kasihmu,bahagia,tiada petaka renggut kasih
wahai galih duhai ratna,bahagia,wahai galih duhai ratna
tiada petaka merenggut kasihmu,bahagia,tiada petaka renggut kasih
wahai galih duhai ratna,bahagia,wahai galih duhai ratna
tiada petaka merenggut kasihmu,bahagia,tiada petaka renggut kasih
wahai galih duhai ratna,bahagia,wahai galih duhai ratna
wahai galih duhai ratna,bahagia,wahai galih duhai ratna
tiada petaka merenggut kasihmu,bahagia,tiada petaka renggut kasih
dua sejoli menjalin cinta. cinta bersemi dari sama. galih dan ratna mengikat janji. janji setia setia abadi. oh galih oh ratna. cintamu abadi. wahai galih duhai ratna. tiada petaka merenggut kasihmu. dua sejoli menjalin cinta. cinta bersemi dari sama. galih dan ratna mengikat janji. janji setia setia abadi. oh galih oh ratna. cintamu abadi. wahai galih duhai ratna. tiada petaka merenggut kasihmu. dua sejoli menjalin cinta. cinta bersemi dari sama. galih dan ratna mengikat janji. janji setia setia abadi. oh galih oh ratna. cintamu abadi. wahai galih duhai ratna. tiada petaka merenggut kasihmu. oh galih oh ratna. cintamu abadi. wahai galih duhai ratna. tiada petaka merenggut kasihmu. oh galih oh ratna. cintamu abadi. wahai galih duhai ratna. tiada petaka merenggut kasihmu. oh galih oh ratna. cintamu abadi. wahai galih duhai ratna oh galih oh ratna. cintamu abadi. wahai galih duhai ratna. tiada petaka merenggut kasihmu,bahagia,joli jalin cinta cinta semi sama galih ratna ikat janji janji setia setia abadi galih ratna cinta abadi wahai galih duhai ratna tiada petaka renggut kasih joli jalin cinta cinta semi sama galih ratna ikat janji janji setia setia abadi galih ratna cinta abadi wahai galih duhai ratna tiada petaka renggut kasih joli jalin cinta cinta semi sama galih ratna ikat janji janji setia setia abadi galih ratna cinta abadi wahai galih duhai ratna tiada petaka renggut kasih galih ratna cinta abadi wahai galih duhai ratna tiada petaka renggut kasih galih ratna cinta abadi wahai galih duhai ratna tiada petaka renggut kasih galih ratna cinta abadi wahai galih duhai ratna galih ratna cinta abadi wahai galih duhai ratna tiada petaka renggut kasih
di dalam hati ini hanya satu nama,takut,dalam hati hanya satu nama
yang ada di tulus hati kuingini,takut,ada tulus hati ingin
kesetiaan yang indah takkan tertandingi,takut,setia indah tak tanding
hanyalah dirimu satu peri cintaku,takut,hanya diri satu peri cinta
benteng begitu tinggi,takut,benteng tinggi
sulit untuk kugapai ho oh,takut,sulit gapai ho
namun semua apa mungkin,takut,semua apa mungkin
iman kita yang berbeda,takut,iman yang beda
haruskah aku lantas pergi,takut,harus aku lantas pergi
meski cinta takkan bisa pergi,takut,meski cinta tak pergi
ho oh benteng begitu tinggi,takut,ho benteng tinggi
sulit untuk kugapai oh,takut,sulit gapai
namun semua apa mungkin,takut,semua apa mungkin
iman kita yang berbeda,takut,iman yang beda
haruskah aku lantas pergi,takut,harus aku lantas pergi
meski cinta takkan bisa pergi,takut,meski cinta tak pergi
bukankah cinta anug rah,takut,bukankah cinta anug rah
berikan aku kesempatan,takut,ikan aku sempat
untuk menjaganya sepenuh jiwa ho oh,takut,jaga sepenuh jiwa ho
namun semua apa mungkin,takut,semua apa mungkin
iman kita yang berbeda,takut,iman yang beda
kita kita yang tidak sama yang tidak sama,takut,kita tidak sama tidak sama
haruskah aku lantas pergi,takut,harus aku lantas pergi
meski cinta takkan bisa pergi ho oh,takut,meski cinta tak pergi ho
namun semua apa mungkin,takut,semua apa mungkin
iman kita yang berbeda,takut,iman yang beda
haruskah aku lantas pergi,takut,harus aku lantas pergi
meski cinta takkan bisa pergi,takut,meski cinta tak pergi
namun semua apa mungkin,takut,semua apa mungkin
iman kita yang berbeda,takut,iman yang beda
haruskah aku lantas pergi,takut,harus aku lantas pergi
meski cinta takkan bisa pergi,takut,meski cinta tak pergi
di dalam hati ini hanya satu nama. yang ada di tulus hati kuingini. kesetiaan yang indah takkan tertandingi. hanyalah dirimu satu peri cintaku. benteng begitu tinggi. sulit untuk kugapai ho oh. aku untuk kamu. kamu untuk aku. namun semua apa mungkin. iman kita yang berbeda . tuhan memang satu. kita yang tidak sama. haruskah aku lantas pergi. meski cinta takkan bisa pergi . ho oh ho oh. ho oh benteng begitu tinggi. sulit untuk kugapai oh. aku untuk kamu. kamu untuk aku. namun semua apa mungkin. iman kita yang berbeda . tuhan memang satu. kita yang tidak sama. haruskah aku lantas pergi. meski cinta takkan bisa pergi . bukankah cinta anug rah. berikan aku kesempatan. untuk menjaganya sepenuh jiwa ho oh. aku untuk kamu. kamu untuk aku. namun semua apa mungkin. iman kita yang berbeda . tuhan memang satu. kita kita yang tidak sama yang tidak sama . haruskah aku lantas pergi. meski cinta takkan bisa pergi ho oh. namun semua apa mungkin. iman kita yang berbeda . tuhan memang satu. kita yang tidak sama. haruskah aku lantas pergi. meski cinta takkan bisa pergi . ho oh hm mm aku untuk kamu. kamu untuk aku. namun semua apa mungkin. iman kita yang berbeda . tuhan memang satu. kita yang tidak sama. haruskah aku lantas pergi. meski cinta takkan bisa pergi,takut,dalam hati hanya satu nama ada tulus hati ingin setia indah tak tanding hanya diri satu peri cinta benteng tinggi sulit gapai ho aku kamu kamu aku semua apa mungkin iman beda tuhan memang satu sama harus aku lantas pergi meski cinta tak pergi ho ho ho benteng tinggi sulit gapai aku kamu kamu aku semua apa mungkin iman yang beda tuhan memang satu yang sama harus aku lantas pergi meski cinta tak pergi bukankah cinta anug rah ikan aku sempat jaga sepenuh jiwa ho aku kamu kamu aku semua apa mungkin iman yang beda tuhan memang satu yang sama yang sama harus aku lantas pergi meski cinta tak pergi ho semua apa mungkin iman yang beda tuhan memang satu yang tidak sama harus aku lantas pergi meski cinta tak pergi ho hm mm aku kamu kamu aku namun semua apa mungkin iman yang beda tuhan memang satu kita yang tidak sama harus aku lantas pergi meski cinta tak pergi
di bawah langit jingga,sedih,bawah langit jingga
kurasakan damai kita berdua,sedih,rasa damai dua
terlintas di renungan,sedih,lintas renung
telah kumiliki seseorang,sedih,milik orang
yang berikan hangatnya cinta,sedih,ikan hangat cinta
yakin akan tetap seperti ini,sedih,yakin tetap ini
meski nyatanya takdir dapat,sedih,meski nyata takdir
merubah narasi yang tersusun,sedih,rubah narasi susun
tidak selalu jadi kenyataan,sedih,selalu jadi nyata
saat kau ucap kata pisah,sedih,kau ucap kata pisah
kukira hanya untuk sementara,sedih,kira untuk
tidak kusangka ternyata,sedih,sangka nyata
kau pergi untuk selamanya,sedih,kau pergi lama
menunggu gelapnya kabut kelam menghilang,sedih,tunggu gelap kabut kelam hilang
berharap kau ada di sana,sedih,harap kau di sana
tersenyum menyapa di seberang,sedih,senyum sapa seberang
sadarku hanya tidak mau percaya,sedih,sadar tidak mau percaya
meski kau tidak lagi ada,sedih,meski kau lagi
kutahu kau akan bahagia,sedih,tahu kau bahagia
sampai nanti kita akan berjumpa,sedih,nanti akan jumpa
saat kau ucap kata pisah,sedih,kau ucap kata pisah
kukira hanya untuk sementara,sedih,kira untuk
tidak kusangka ternyata,sedih,sangka nyata
kau pergi untuk selamanya,sedih,kau pergi lama
menunggu gelapnya kabut kelam menghilang,sedih,tunggu gelap kabut kelam hilang
berharap kau ada di sana,sedih,harap kau di sana
tersenyum menyapa di seberang,sedih,senyum sapa seberang
saat kau ucap kata pisah,sedih,kau ucap kata pisah
kukira hanya untuk sementara,sedih,kira untuk
tersenyum menyapa di seberang,sedih,senyum sapa seberang
sadarku hanya tidak mau percaya,sedih,sadar tidak mau percaya
saat kau ucap kata pisah,sedih,kau ucap kata pisah
kukira hanya untuk sementara,sedih,kira untuk
tidak kusangka ternyata,sedih,sangka nyata
kau pergi untuk selamanya,sedih,kau pergi lama
menunggu gelapnya kabut kelam menghilang,sedih,tunggu gelap kabut kelam hilang
berharap kau ada di sana,sedih,harap kau di sana
tersenyum menyapa di seberang,sedih,senyum sapa seberang
sadarku hanya tidak mau percaya,sedih,sadar tidak mau percaya
di bawah langit jingga. kurasakan damai kita berdua. terlintas di renungan. betapa beruntungnya. telah kumiliki seseorang. yang berikan hangatnya cinta. sekarang atau nanti. yakin akan tetap seperti ini. meski nyatanya takdir dapat. merubah narasi yang tersusun. dalam harapan. tidak selalu jadi kenyataan. saat kau ucap kata pisah. kukira hanya untuk sementara. tidak kusangka ternyata. kau pergi untuk selamanya. menunggu gelapnya kabut kelam menghilang. berharap kau ada di sana. tersenyum menyapa di seberang. tapi tidak ada. sadarku hanya tidak mau percaya. meski kau tidak lagi ada. kutahu kau akan bahagia. akan kusimpan cerita. sampai nanti kita akan berjumpa. saat kau ucap kata pisah. kukira hanya untuk sementara. tidak kusangka ternyata. kau pergi untuk selamanya. menunggu gelapnya kabut kelam menghilang. berharap kau ada di sana. tersenyum menyapa di seberang. saat kau ucap kata pisah. kukira hanya untuk sementara. tersenyum menyapa di seberang. tapi tidak ada. sadarku hanya tidak mau percaya saat kau ucap kata pisah. kukira hanya untuk sementara. tidak kusangka ternyata. kau pergi untuk selamanya. menunggu gelapnya kabut kelam menghilang. berharap kau ada di sana. tersenyum menyapa di seberang. tapi tidak ada. sadarku hanya tidak mau percaya,sedih,bawah langit jingga rasa damai dua lintas renung betapa untung milik orang ikan hangat cinta sekarang nanti yakin tetap ini meski nyata takdir rubah narasi susun harap selalu jadi nyata kau ucap kata pisah kira sangka nyata kau pergi lama tunggu gelap kabut kelam hilang harap kau sana senyum sapa seberang tidak sadar tidak mau percaya meski kau tidak lagi tahu kau bahagia simpan cerita nanti akan jumpa kau ucap kata pisah kira tidak sangka nyata kau pergi untuk lama tunggu gelap kabut kelam hilang harap kau sana senyum sapa seberang kau ucap kata pisah kira untuk senyum sapa di seberang tidak sadar tidak mau percaya kau ucap kata pisah kira untuk tidak sangka nyata kau pergi untuk lama tunggu gelap kabut kelam hilang harap kau di sana senyum sapa di seberang tidak sadar tidak mau percaya
bagaikan sungai yang tidak punya malu,bahagia,bagai sungai tidak punya malu
mengalir meskipun terancam surut,bahagia,alir meski ancam surut
lalu hmm kakimu melangkah ke rumahku,bahagia,lalu hmm kaki lang rumah
setengah melirik mencoba rayu,bahagia,tengah lirik coba rayu
apa yang kau inginkan,bahagia,apa kau ingin
dari senyumku ya tuan,bahagia,senyum tuan
gemar sekali kau lukiskan bintang untukku,bahagia,gemar sekali kau lukis bintang untuk
sungguh lihai tanganmu menata kembali hati,bahagia,sungguh lihai tangan tata hati
akan aku letakkan hangat di tengah dekap kita,bahagia,aku letak hangat tengah dekap
jangan biarkan aku pulang,bahagia,jangan biar aku pulang
ke rumah yang bukan engkau,bahagia,rumah bukan engkau
bicarakan tentang seisi dunia,bahagia,bicara isi dunia
perlahan mendekat bisikkan cinta,bahagia,perlahan dekat bisik cinta
ke dalam pesona sukma yang begitu indah,bahagia,dalam pesona sukma begitu indah
apa yang kau inginkan,bahagia,apa kau ingin
dari senyumku ya tuan,bahagia,senyum tuan
gemar sekali kau lukiskan bintang untukku,bahagia,gemar sekali kau lukis bintang untuk
sungguh lihai tanganmu menata kembali hati,bahagia,sungguh lihai tangan tata hati
akan aku letakkan hangat di tengah dekap kita,bahagia,aku letak hangat tengah dekap
jangan biarkan aku pulang,bahagia,jangan biar aku pulang
ke rumah yang bukan engkau,bahagia,rumah bukan engkau
jika mampu aku menjelajahi langit,bahagia,mampu aku jajah langit
akan aku petik pelangi untuk warnai harimu,bahagia,aku petik pelangi warna hari
jangan khawatir masih ada aku,bahagia,jangan khawatir ada aku
jangan khawatir masih ada aku,bahagia,jangan khawatir ada aku
gemas sekali kau lukiskan bintang untukku,bahagia,gemas sekali kau lukis bintang untuk
sungguh lihai tanganmu menata kembali hati,bahagia,sungguh lihai tangan tata hati
akan aku letakkan hangat di tengah dekap kita,bahagia,aku letak hangat tengah dekap
akan aku persilahkan kau menetap di sini,bahagia,aku silah kau tetap sini
gemar sekali kau lukiskan bintang untukku,bahagia,gemar sekali kau lukis bintang untuk
sungguh lihai tanganmu menata kembali hati,bahagia,sungguh lihai tangan tata hati
akan aku letakkan hangat di tengah dekap kita,bahagia,aku letak hangat tengah dekap
jangan biarkan aku pulang,bahagia,jangan biar aku pulang
ke rumah yang bukan engkau,bahagia,rumah bukan engkau
bagaikan sungai yang tidak punya malu. mengalir meskipun terancam surut. lalu hmm kakimu melangkah ke rumahku. setengah melirik mencoba rayu. apa yang kau inginkan. dari senyumku ya tuan . gemar sekali kau lukiskan bintang untukku. sungguh lihai tanganmu menata kembali hati. yang hampir mati. akan aku letakkan hangat di tengah dekap kita. jangan biarkan aku pulang. ke rumah yang bukan engkau. bicarakan tentang seisi dunia. perlahan mendekat bisikkan cinta. membuatku terlena. ke dalam pesona sukma yang begitu indah. apa yang kau inginkan. dari senyumku ya tuan . oh. gemar sekali kau lukiskan bintang untukku. sungguh lihai tanganmu menata kembali hati. yang hampir mati. akan aku letakkan hangat di tengah dekap kita. jangan biarkan aku pulang. ke rumah yang bukan engkau. jika mampu aku menjelajahi langit. akan aku petik pelangi untuk warnai harimu. jangan khawatir masih ada aku. jangan khawatir masih ada aku. gemas sekali kau lukiskan bintang untukku. sungguh lihai tanganmu menata kembali hati. yang hampir mati. akan aku letakkan hangat di tengah dekap kita. akan aku persilahkan kau menetap di sini gemar sekali kau lukiskan bintang untukku. sungguh lihai tanganmu menata kembali hati. yang hampir mati. akan aku letakkan hangat di tengah dekap kita. jangan biarkan aku pulang. ke rumah yang bukan engkau,bahagia,bagai sungai tidak punya malu alir meski ancam surut lalu hmm kaki lang rumah tengah lirik coba rayu apa kau ingin senyum tuan gemar sekali kau lukis bintang untuk sungguh lihai tangan tata hati hampir mati aku letak hangat tengah dekap jangan biar aku pulang rumah bukan engkau bicara isi dunia perlahan dekat bisik cinta buat lena dalam pesona sukma begitu indah apa kau ingin senyum tuan gemar sekali kau lukis bintang untuk sungguh lihai tangan tata hati hampir mati aku letak hangat tengah dekap jangan biar aku pulang rumah bukan engkau mampu aku jajah langit aku petik pelangi warna hari jangan khawatir ada aku jangan khawatir ada aku gemas sekali kau lukis bintang untuk sungguh lihai tangan tata hati hampir mati aku letak hangat tengah dekap aku silah kau tetap sini gemar sekali kau lukis bintang untuk sungguh lihai tangan tata hati hampir mati akan aku letak hangat tengah dekap jangan biar aku pulang rumah bukan engkau
